"juz","no_ayat","kata","label"
"5","120","Allah-lah","O"
"5","120","kerajaan","O"
"5","120","langit","O"
"5","120","dan","O"
"5","120","bumi","O"
"5","120","dan","O"
"5","120","apa","O"
"5","120","yang","O"
"5","120","ada","O"
"5","120","di","O"
"5","120","dalamnya","O"
"5","120","dan","O"
"5","120","Dia","O"
"5","120","Maha","O"
"5","120","Kuasa","O"
"5","120","atas","O"
"5","120","segala","O"
"5","120","sesuatu","O"
"6","1","Segala","O"
"6","1","puji","O"
"6","1","bagi","O"
"6","1","Allah","O"
"6","1","Yang","O"
"6","1","telah","O"
"6","1","menciptakan","O"
"6","1","langit","O"
"6","1","dan","O"
"6","1","bumi","O"
"6","1","dan","O"
"6","1","mengadakan","O"
"6","1","gelap","O"
"6","1","dan","O"
"6","1","terang","O"
"6","1","namun","O"
"6","1","orang-orang","B-PER"
"6","1","yang","I-PER"
"6","1","kafir","I-PER"
"6","1","mempersekutukan","O"
"6","1","sesuatu","O"
"6","1","dengan","O"
"6","1","Tuhan","O"
"6","1","mereka","O"
"6","2","Dialah","O"
"6","2","Yang","O"
"6","2","menciptakan","O"
"6","2","kamu","O"
"6","2","dari","O"
"6","2","tanah","O"
"6","2","sesudah","O"
"6","2","itu","O"
"6","2","ditentukannya","O"
"6","2","ajal","O"
"6","2","kematianmu","O"
"6","2","dan","O"
"6","2","ada","O"
"6","2","lagi","O"
"6","2","suatu","O"
"6","2","ajal","O"
"6","2","yang","O"
"6","2","ada","O"
"6","2","pada","O"
"6","2","sisi-Nya","O"
"6","2","yang","O"
"6","2","Dia","O"
"6","2","sendirilah","O"
"6","2","mengetahuinya","O"
"6","2","kemudian","O"
"6","2","kamu","O"
"6","2","masih","O"
"6","2","ragu-ragu","O"
"6","2","tentang","O"
"6","2","berbangkit","O"
"6","2","itu","O"
"6","3","Dan","O"
"6","3","Dialah","O"
"6","3","Allah","O"
"6","3","yang","O"
"6","3","disembah","O"
"6","3","baik","O"
"6","3","di","O"
"6","3","langit","O"
"6","3","maupun","O"
"6","3","di","O"
"6","3","bumi","O"
"6","3","Dia","O"
"6","3","mengetahui","O"
"6","3","apa","O"
"6","3","yang","O"
"6","3","kamu","O"
"6","3","rahasiakan","O"
"6","3","dan","O"
"6","3","apa","O"
"6","3","yang","O"
"6","3","kamu","O"
"6","3","lahirkan","O"
"6","3","dan","O"
"6","3","mengetahui","O"
"6","3","pula","O"
"6","3","apa","O"
"6","3","yang","O"
"6","3","kamu","O"
"6","3","usahakan","O"
"6","4","Dan","O"
"6","4","tidak","O"
"6","4","ada","O"
"6","4","suatu","O"
"6","4","ayatpun","O"
"6","4","dari","O"
"6","4","ayat-ayat","O"
"6","4","Tuhan","O"
"6","4","sampai","O"
"6","4","kepada","O"
"6","4","mereka","O"
"6","4","melainkan","O"
"6","4","mereka","O"
"6","4","selalu","O"
"6","4","berpaling","O"
"6","4","dari","O"
"6","4","padanya","O"
"6","4","mendustakannya","O"
"6","5","Sesungguhnya","O"
"6","5","mereka","O"
"6","5","telah","O"
"6","5","mendustakan","O"
"6","5","yang","O"
"6","5","haq","O"
"6","5","Al-Quran","O"
"6","5","tatkala","O"
"6","5","sampai","O"
"6","5","kepada","O"
"6","5","mereka","O"
"6","5","maka","O"
"6","5","kelak","O"
"6","5","akan","O"
"6","5","sampai","O"
"6","5","kepada","O"
"6","5","mereka","O"
"6","5","kenyataan","O"
"6","5","dari","O"
"6","5","berita-berita","O"
"6","5","yang","O"
"6","5","selalu","O"
"6","5","mereka","O"
"6","5","perolok-olokkan","O"
"6","6","Apakah","O"
"6","6","mereka","O"
"6","6","tidak","O"
"6","6","memperhatikan","O"
"6","6","berapa","O"
"6","6","banyak","O"
"6","6","generasi","O"
"6","6","yang","O"
"6","6","telah","O"
"6","6","Kami","O"
"6","6","binasakan","O"
"6","6","sebelum","O"
"6","6","mereka","O"
"6","6","padahal","O"
"6","6","generasi","O"
"6","6","itu","O"
"6","6","telah","O"
"6","6","Kami","O"
"6","6","teguhkan","O"
"6","6","kedudukan","O"
"6","6","mereka","O"
"6","6","di","O"
"6","6","muka","O"
"6","6","bumi","O"
"6","6","yaitu","O"
"6","6","keteguhan","O"
"6","6","yang","O"
"6","6","belum","O"
"6","6","pernah","O"
"6","6","Kami","O"
"6","6","berikan","O"
"6","6","kepadamu","O"
"6","6","dan","O"
"6","6","Kami","O"
"6","6","curahkan","O"
"6","6","hujan","O"
"6","6","yang","O"
"6","6","lebat","O"
"6","6","atas","O"
"6","6","mereka","O"
"6","6","dan","O"
"6","6","Kami","O"
"6","6","jadikan","O"
"6","6","sungai-sungai","O"
"6","6","mengalir","O"
"6","6","di","O"
"6","6","bawah","O"
"6","6","mereka","O"
"6","6","kemudian","O"
"6","6","Kami","O"
"6","6","binasakan","O"
"6","6","mereka","O"
"6","6","karena","O"
"6","6","dosa","O"
"6","6","mereka","O"
"6","6","sendiri","O"
"6","6","dan","O"
"6","6","Kami","O"
"6","6","ciptakan","O"
"6","6","sesudah","O"
"6","6","mereka","O"
"6","6","generasi","O"
"6","6","yang","O"
"6","6","lain","O"
"6","7","Dan","O"
"6","7","kalau","O"
"6","7","Kami","O"
"6","7","turunkan","O"
"6","7","kepadamu","O"
"6","7","tulisan","O"
"6","7","di","O"
"6","7","atas","O"
"6","7","kertas","O"
"6","7","lalu","O"
"6","7","mereka","O"
"6","7","dapat","O"
"6","7","menyentuhnya","O"
"6","7","dengan","O"
"6","7","tangan","O"
"6","7","mereka","O"
"6","7","sendiri","O"
"6","7","tentulah","O"
"6","7","orang-orang","B-PER"
"6","7","kafir","I-PER"
"6","7","itu","O"
"6","7","berkata","O"
"6","7","Ini","O"
"6","7","tidak","O"
"6","7","lain","O"
"6","7","hanyalah","O"
"6","7","sihir","O"
"6","7","yang","O"
"6","7","nyata","O"
"6","8","Dan","O"
"6","8","mereka","O"
"6","8","berkata","O"
"6","8","Mengapa","O"
"6","8","tidak","O"
"6","8","diturunkan","O"
"6","8","kepadanya","O"
"6","8","Muhammad","B-PER"
"6","8","malaikat","O"
"6","8","dan","O"
"6","8","kalau","O"
"6","8","Kami","O"
"6","8","turunkan","O"
"6","8","kepadanya","O"
"6","8","malaikat","O"
"6","8","tentulah","O"
"6","8","selesai","O"
"6","8","urusan","O"
"6","8","itu","O"
"6","8","kemudian","O"
"6","8","mereka","O"
"6","8","tidak","O"
"6","8","diberi","O"
"6","8","tangguh","O"
"6","8","sedikitpun","O"
"6","9","Dan","O"
"6","9","kalau","O"
"6","9","Kami","O"
"6","9","jadikan","O"
"6","9","rasul","O"
"6","9","itu","O"
"6","9","malaikat","O"
"6","9","tentulah","O"
"6","9","Kami","O"
"6","9","jadikan","O"
"6","9","dia","O"
"6","9","seorang","O"
"6","9","laki-laki","O"
"6","9","dan","O"
"6","9","kalau","O"
"6","9","Kami","O"
"6","9","jadikan","O"
"6","9","ia","O"
"6","9","seorang","O"
"6","9","laki-laki","O"
"6","9","tentulah","O"
"6","9","Kami","O"
"6","9","meragu-ragukan","O"
"6","9","atas","O"
"6","9","mereka","O"
"6","9","apa","O"
"6","9","yang","O"
"6","9","mereka","O"
"6","9","ragu-ragukan","O"
"6","9","atas","O"
"6","9","diri","O"
"6","9","mereka","O"
"6","9","sendiri","O"
"6","10","Dan","O"
"6","10","sungguh","O"
"6","10","telah","O"
"6","10","diperolok-olokkan","O"
"6","10","beberapa","O"
"6","10","rasul","B-PER"
"6","10","sebelum","O"
"6","10","kamu","O"
"6","10","maka","O"
"6","10","turunlah","O"
"6","10","kepada","O"
"6","10","orang-orang","B-PER"
"6","10","yang","I-PER"
"6","10","mencemoohkan","I-PER"
"6","10","di","O"
"6","10","antara","O"
"6","10","mereka","O"
"6","10","balasan","O"
"6","10","azab","O"
"6","10","olok-olokan","O"
"6","10","mereka","O"
"6","11","Katakanlah","O"
"6","11","Berjalanlah","O"
"6","11","di","O"
"6","11","muka","O"
"6","11","bumi","O"
"6","11","kemudian","O"
"6","11","perhatikanlah","O"
"6","11","bagaimana","O"
"6","11","kesudahan","O"
"6","11","orang-orang","B-PER"
"6","11","yang","I-PER"
"6","11","mendustakan","I-PER"
"6","11","itu","O"
"6","12","Katakanlah","O"
"6","12","Kepunyaan","O"
"6","12","siapakah","O"
"6","12","apa","O"
"6","12","yang","O"
"6","12","ada","O"
"6","12","di","O"
"6","12","langit","O"
"6","12","dan","O"
"6","12","di","O"
"6","12","bumi","O"
"6","12","Katakanlah","O"
"6","12","Kepunyaan","O"
"6","12","Allah","O"
"6","12","Dia","O"
"6","12","telah","O"
"6","12","menetapkan","O"
"6","12","atas","O"
"6","12","Diri-Nya","O"
"6","12","kasih","O"
"6","12","sayang","O"
"6","12","Dia","O"
"6","12","sungguh","O"
"6","12","akan","O"
"6","12","menghimpun","O"
"6","12","kamu","O"
"6","12","pada","O"
"6","12","hari","O"
"6","12","kiamat","O"
"6","12","yang","O"
"6","12","tidak","O"
"6","12","ada","O"
"6","12","keraguan","O"
"6","12","padanya","O"
"6","12","Orang-orang","B-PER"
"6","12","yang","I-PER"
"6","12","meragukan","I-PER"
"6","12","dirinya","O"
"6","12","mereka","O"
"6","12","itu","O"
"6","12","tidak","O"
"6","12","beriman","O"
"6","13","Dan","O"
"6","13","kepunyaan","O"
"6","13","Allah-lah","O"
"6","13","segala","O"
"6","13","yang","O"
"6","13","ada","O"
"6","13","pada","O"
"6","13","malam","O"
"6","13","dan","O"
"6","13","siang","O"
"6","13","Dan","O"
"6","13","Dialah","O"
"6","13","Yang","O"
"6","13","Maha","O"
"6","13","Mendengar","O"
"6","13","lagi","O"
"6","13","Maha","O"
"6","13","Mengetahui","O"
"6","14","Katakanlah","O"
"6","14","Apakah","O"
"6","14","akan","O"
"6","14","aku","O"
"6","14","jadikan","O"
"6","14","pelindung","O"
"6","14","selain","O"
"6","14","dari","O"
"6","14","Allah","O"
"6","14","yang","O"
"6","14","menjadikan","O"
"6","14","langit","O"
"6","14","dan","O"
"6","14","bumi","O"
"6","14","padahal","O"
"6","14","Dia","O"
"6","14","memberi","O"
"6","14","makan","O"
"6","14","dan","O"
"6","14","tidak","O"
"6","14","memberi","O"
"6","14","makan","O"
"6","14","Katakanlah","O"
"6","14","Sesungguhnya","O"
"6","14","aku","O"
"6","14","diperintah","O"
"6","14","supaya","O"
"6","14","aku","O"
"6","14","menjadi","O"
"6","14","orang","B-PER"
"6","14","yang","I-PER"
"6","14","pertama","I-PER"
"6","14","kali","I-PER"
"6","14","menyerah","I-PER"
"6","14","diri","I-PER"
"6","14","kepada","O"
"6","14","Allah","O"
"6","14","dan","O"
"6","14","jangan","O"
"6","14","sekali-kali","O"
"6","14","kamu","O"
"6","14","masuk","O"
"6","14","golongan","O"
"6","14","orang","B-PER"
"6","14","musyrik","I-PER"
"6","15","Katakanlah","O"
"6","15","Sesungguhnya","O"
"6","15","aku","O"
"6","15","takut","O"
"6","15","akan","O"
"6","15","azab","O"
"6","15","hari","O"
"6","15","yang","O"
"6","15","besar","O"
"6","15","hari","O"
"6","15","kiamat","O"
"6","15","jika","O"
"6","15","aku","O"
"6","15","mendurhakai","O"
"6","15","Tuhanku","O"
"6","16","Barang","O"
"6","16","siapa","O"
"6","16","yang","O"
"6","16","dijauhkan","O"
"6","16","azab","O"
"6","16","dari","O"
"6","16","padanya","O"
"6","16","pada","O"
"6","16","hari","O"
"6","16","itu","O"
"6","16","maka","O"
"6","16","sungguh","O"
"6","16","Allah","O"
"6","16","telah","O"
"6","16","memberikan","O"
"6","16","rahmat","O"
"6","16","kepadanya","O"
"6","16","Dan","O"
"6","16","itulah","O"
"6","16","keberuntungan","O"
"6","16","yang","O"
"6","16","nyata","O"
"6","17","Dan","O"
"6","17","jika","O"
"6","17","Allah","O"
"6","17","menimpakan","O"
"6","17","sesuatu","O"
"6","17","kemudharatan","O"
"6","17","kepadamu","O"
"6","17","maka","O"
"6","17","tidak","O"
"6","17","ada","O"
"6","17","yang","O"
"6","17","menghilangkannya","O"
"6","17","melainkan","O"
"6","17","Dia","O"
"6","17","sendiri","O"
"6","17","Dan","O"
"6","17","jika","O"
"6","17","Dia","O"
"6","17","mendatangkan","O"
"6","17","kebaikan","O"
"6","17","kepadamu","O"
"6","17","maka","O"
"6","17","Dia","O"
"6","17","Maha","O"
"6","17","Kuasa","O"
"6","17","atas","O"
"6","17","tiap-tiap","O"
"6","17","sesuatu","O"
"6","18","Dan","O"
"6","18","Dialah","O"
"6","18","yang","O"
"6","18","berkuasa","O"
"6","18","atas","O"
"6","18","sekalian","O"
"6","18","hamba-hamba-Nya","O"
"6","18","Dan","O"
"6","18","Dialah","O"
"6","18","Yang","O"
"6","18","Maha","O"
"6","18","Bijaksana","O"
"6","18","lagi","O"
"6","18","Maha","O"
"6","18","Mengetahui","O"
"6","19","Katakanlah","O"
"6","19","Siapakah","O"
"6","19","yang","O"
"6","19","lebih","O"
"6","19","kuat","O"
"6","19","persaksiannya","O"
"6","19","Katakanlah","O"
"6","19","Allah","O"
"6","19","Dia","O"
"6","19","menjadi","O"
"6","19","saksi","O"
"6","19","antara","O"
"6","19","aku","O"
"6","19","dan","O"
"6","19","kamu","O"
"6","19","Dan","O"
"6","19","Al","O"
"6","19","Quran","O"
"6","19","ini","O"
"6","19","diwahyukan","O"
"6","19","kepadaku","O"
"6","19","supaya","O"
"6","19","dengan","O"
"6","19","dia","O"
"6","19","aku","O"
"6","19","memberi","O"
"6","19","peringatan","O"
"6","19","kepadamu","O"
"6","19","dan","O"
"6","19","kepada","O"
"6","19","orang-orang","B-PER"
"6","19","yang","I-PER"
"6","19","sampai","I-PER"
"6","19","Al-Quran","I-PER"
"6","19","kepadanya","I-PER"
"6","19","Apakah","O"
"6","19","sesungguhnya","O"
"6","19","kamu","O"
"6","19","mengakui","O"
"6","19","bahwa","O"
"6","19","ada","O"
"6","19","tuhan-tuhan","O"
"6","19","lain","O"
"6","19","di","O"
"6","19","samping","O"
"6","19","Allah","O"
"6","19","Katakanlah","O"
"6","19","Aku","O"
"6","19","tidak","O"
"6","19","mengakui","O"
"6","19","Katakanlah","O"
"6","19","Sesungguhnya","O"
"6","19","Dia","O"
"6","19","adalah","O"
"6","19","Tuhan","O"
"6","19","Yang","O"
"6","19","Maha","O"
"6","19","Esa","O"
"6","19","dan","O"
"6","19","sesungguhnya","O"
"6","19","aku","O"
"6","19","berlepas","O"
"6","19","diri","O"
"6","19","dari","O"
"6","19","apa","O"
"6","19","yang","O"
"6","19","kamu","O"
"6","19","persekutukan","O"
"6","19","dengan","O"
"6","19","Allah","O"
"6","20","Orang-orang","B-PER"
"6","20","yang","I-PER"
"6","20","telah","I-PER"
"6","20","Kami","I-PER"
"6","20","berikan","I-PER"
"6","20","kitab","I-PER"
"6","20","kepadanya","I-PER"
"6","20","mereka","O"
"6","20","mengenalnya","O"
"6","20","Muhammad","O"
"6","20","seperti","O"
"6","20","mereka","O"
"6","20","mengenal","O"
"6","20","anak-anaknya","O"
"6","20","sendiri","O"
"6","20","Orang-orang","B-PER"
"6","20","yang","I-PER"
"6","20","merugikan","I-PER"
"6","20","dirinya","I-PER"
"6","20","mereka","O"
"6","20","itu","O"
"6","20","tidak","O"
"6","20","beriman","O"
"6","20","kepada","O"
"6","20","Allah","O"
"6","21","Dan","O"
"6","21","siapakah","O"
"6","21","yang","O"
"6","21","lebih","O"
"6","21","aniaya","O"
"6","21","daripada","O"
"6","21","orang","B-PER"
"6","21","yang","I-PER"
"6","21","membuat-buat","I-PER"
"6","21","suatu","I-PER"
"6","21","kedustaan","I-PER"
"6","21","terhadap","I-PER"
"6","21","Allah","I-PER"
"6","21","atau","O"
"6","21","mendustakan","O"
"6","21","ayat-ayat-Nya","O"
"6","21","Sesungguhnya","O"
"6","21","orang-orang","B-PER"
"6","21","yang","I-PER"
"6","21","aniaya","I-PER"
"6","21","itu","O"
"6","21","tidak","O"
"6","21","mendapat","O"
"6","21","keberuntungan","O"
"6","22","Dan","O"
"6","22","ingatlah","O"
"6","22","hari","O"
"6","22","yang","O"
"6","22","di","O"
"6","22","waktu","O"
"6","22","itu","O"
"6","22","Kami","O"
"6","22","menghimpun","O"
"6","22","mereka","O"
"6","22","semuanya","O"
"6","22","kemudian","O"
"6","22","Kami","O"
"6","22","berkata","O"
"6","22","kepada","O"
"6","22","orang-orang","B-PER"
"6","22","musyrik","I-PER"
"6","22","Di","O"
"6","22","manakah","O"
"6","22","sembahan-sembahan","O"
"6","22","kamu","O"
"6","22","yang","O"
"6","22","dulu","O"
"6","22","kamu","O"
"6","22","katakan","O"
"6","22","sekutu-sekutu","O"
"6","22","Kami","O"
"6","23","Kemudian","O"
"6","23","tiadalah","O"
"6","23","fitnah","O"
"6","23","mereka","O"
"6","23","kecuali","O"
"6","23","mengatakan","O"
"6","23","Demi","O"
"6","23","Allah","O"
"6","23","Tuhan","O"
"6","23","kami","O"
"6","23","tiadalah","O"
"6","23","kami","O"
"6","23","mempersekutukan","O"
"6","23","Allah","O"
"6","24","Lihatlah","O"
"6","24","bagaimana","O"
"6","24","mereka","O"
"6","24","telah","O"
"6","24","berdusta","O"
"6","24","kepada","O"
"6","24","diri","O"
"6","24","mereka","O"
"6","24","sendiri","O"
"6","24","dan","O"
"6","24","hilanglah","O"
"6","24","daripada","O"
"6","24","mereka","O"
"6","24","sembahan-sembahan","O"
"6","24","yang","O"
"6","24","dahulu","O"
"6","24","mereka","O"
"6","24","ada-adakan","O"
"6","25","Dan","O"
"6","25","di","O"
"6","25","antara","O"
"6","25","mereka","O"
"6","25","ada","O"
"6","25","orang","B-PER"
"6","25","yang","I-PER"
"6","25","mendengarkan","I-PER"
"6","25","bacaanmu","I-PER"
"6","25","padahal","O"
"6","25","Kami","O"
"6","25","telah","O"
"6","25","meletakkan","O"
"6","25","tutupan","O"
"6","25","di","O"
"6","25","atas","O"
"6","25","hati","O"
"6","25","mereka","O"
"6","25","sehingga","O"
"6","25","mereka","O"
"6","25","tidak","O"
"6","25","memahaminya","O"
"6","25","dan","O"
"6","25","Kami","O"
"6","25","letakkan","O"
"6","25","sumbatan","O"
"6","25","di","O"
"6","25","telinganya","O"
"6","25","Dan","O"
"6","25","jikapun","O"
"6","25","mereka","O"
"6","25","melihat","O"
"6","25","segala","O"
"6","25","tanda","O"
"6","25","kebenaran","O"
"6","25","mereka","O"
"6","25","tetap","O"
"6","25","tidak","O"
"6","25","mau","O"
"6","25","beriman","O"
"6","25","kepadanya","O"
"6","25","Sehingga","O"
"6","25","apabila","O"
"6","25","mereka","O"
"6","25","datang","O"
"6","25","kepadamu","O"
"6","25","untuk","O"
"6","25","membantahmu","O"
"6","25","orang-orang","B-PER"
"6","25","kafir","I-PER"
"6","25","itu","O"
"6","25","berkata","O"
"6","25","Al-Quran","O"
"6","25","ini","O"
"6","25","tidak","O"
"6","25","lain","O"
"6","25","hanyalah","O"
"6","25","dongengan","O"
"6","25","orang-orang","B-PER"
"6","25","dahulu","I-PER"
"6","26","Dan","O"
"6","26","mereka","O"
"6","26","melarang","O"
"6","26","orang","O"
"6","26","lain","O"
"6","26","mendengarkan","O"
"6","26","Al-Quran","O"
"6","26","dan","O"
"6","26","mereka","O"
"6","26","sendiri","O"
"6","26","menjauhkan","O"
"6","26","diri","O"
"6","26","daripadanya","O"
"6","26","dan","O"
"6","26","mereka","O"
"6","26","hanyalah","O"
"6","26","membinasakan","O"
"6","26","diri","O"
"6","26","mereka","O"
"6","26","sendiri","O"
"6","26","sedang","O"
"6","26","mereka","O"
"6","26","tidak","O"
"6","26","menyadari","O"
"6","27","Dan","O"
"6","27","jika","O"
"6","27","kamu","O"
"6","27","Muhammad","B-PER"
"6","27","melihat","O"
"6","27","ketika","O"
"6","27","mereka","O"
"6","27","dihadapkan","O"
"6","27","ke","O"
"6","27","neraka","O"
"6","27","lalu","O"
"6","27","mereka","O"
"6","27","berkata","O"
"6","27","Kiranya","O"
"6","27","kami","O"
"6","27","dikembalikan","O"
"6","27","ke","O"
"6","27","dunia","O"
"6","27","dan","O"
"6","27","tidak","O"
"6","27","mendustakan","O"
"6","27","ayat-ayat","O"
"6","27","Tuhan","O"
"6","27","kami","O"
"6","27","serta","O"
"6","27","menjadi","O"
"6","27","orang-orang","B-PER"
"6","27","yang","I-PER"
"6","27","beriman","I-PER"
"6","27","tentulah","O"
"6","27","kamu","O"
"6","27","melihat","O"
"6","27","suatu","O"
"6","27","peristiwa","O"
"6","27","yang","O"
"6","27","mengharukan","O"
"6","28","Tetapi","O"
"6","28","sebenarnya","O"
"6","28","telah","O"
"6","28","nyata","O"
"6","28","bagi","O"
"6","28","mereka","O"
"6","28","kejahatan","O"
"6","28","yang","O"
"6","28","mereka","O"
"6","28","dahulu","O"
"6","28","selalu","O"
"6","28","menyembunyikannya","O"
"6","28","Sekiranya","O"
"6","28","mereka","O"
"6","28","dikembalikan","O"
"6","28","ke","O"
"6","28","dunia","O"
"6","28","tentulah","O"
"6","28","mereka","O"
"6","28","kembali","O"
"6","28","kepada","O"
"6","28","apa","O"
"6","28","yang","O"
"6","28","mereka","O"
"6","28","telah","O"
"6","28","dilarang","O"
"6","28","mengerjakannya","O"
"6","28","Dan","O"
"6","28","sesungguhnya","O"
"6","28","mereka","O"
"6","28","itu","O"
"6","28","adalah","O"
"6","28","pendusta","O"
"6","28","belaka","O"
"6","29","Dan","O"
"6","29","tentu","O"
"6","29","mereka","O"
"6","29","akan","O"
"6","29","mengatakan","O"
"6","29","pula","O"
"6","29","Hidup","O"
"6","29","hanyalah","O"
"6","29","kehidupan","O"
"6","29","kita","O"
"6","29","di","O"
"6","29","dunia","O"
"6","29","ini","O"
"6","29","saja","O"
"6","29","dan","O"
"6","29","kita","O"
"6","29","sekali-sekali","O"
"6","29","tidak","O"
"6","29","akan","O"
"6","29","dibangkitkan","O"
"6","30","Dan","O"
"6","30","seandainya","O"
"6","30","kamu","O"
"6","30","melihat","O"
"6","30","ketika","O"
"6","30","mereka","O"
"6","30","dihadapkan","O"
"6","30","kepada","O"
"6","30","Tuhannya","O"
"6","30","tentulah","O"
"6","30","kamu","O"
"6","30","melihat","O"
"6","30","peristiwa","O"
"6","30","yang","O"
"6","30","mengharukan","O"
"6","30","Berfirman","O"
"6","30","Allah","O"
"6","30","Bukankah","O"
"6","30","kebangkitan","O"
"6","30","ini","O"
"6","30","benar","O"
"6","30","Mereka","O"
"6","30","menjawab","O"
"6","30","Sungguh","O"
"6","30","benar","O"
"6","30","demi","O"
"6","30","Tuhan","O"
"6","30","kami","O"
"6","30","Berfirman","O"
"6","30","Allah","O"
"6","30","Karena","O"
"6","30","itu","O"
"6","30","rasakanlah","O"
"6","30","azab","O"
"6","30","ini","O"
"6","30","disebabkan","O"
"6","30","kamu","O"
"6","30","mengingkarinya","O"
"6","31","Sungguh","O"
"6","31","telah","O"
"6","31","rugilah","O"
"6","31","orang-orang","B-PER"
"6","31","yang","I-PER"
"6","31","mendustakan","O"
"6","31","pertemuan","O"
"6","31","mereka","O"
"6","31","dengan","O"
"6","31","Tuhan","O"
"6","31","sehingga","O"
"6","31","apabila","O"
"6","31","kiamat","O"
"6","31","datang","O"
"6","31","kepada","O"
"6","31","mereka","O"
"6","31","dengan","O"
"6","31","tiba-tiba","O"
"6","31","mereka","O"
"6","31","berkata","O"
"6","31","Alangkah","O"
"6","31","besarnya","O"
"6","31","penyesalan","O"
"6","31","kami","O"
"6","31","terhadap","O"
"6","31","kelalaian","O"
"6","31","kami","O"
"6","31","tentang","O"
"6","31","kiamat","O"
"6","31","itu","O"
"6","31","sambil","O"
"6","31","mereka","O"
"6","31","memikul","O"
"6","31","dosa-dosa","O"
"6","31","di","O"
"6","31","atas","O"
"6","31","punggungnya","O"
"6","31","Ingatlah","O"
"6","31","amat","O"
"6","31","buruklah","O"
"6","31","apa","O"
"6","31","yang","O"
"6","31","mereka","O"
"6","31","pikul","O"
"6","31","itu","O"
"6","32","Dan","O"
"6","32","tiadalah","O"
"6","32","kehidupan","O"
"6","32","dunia","O"
"6","32","ini","O"
"6","32","selain","O"
"6","32","dari","O"
"6","32","main-main","O"
"6","32","dan","O"
"6","32","senda","O"
"6","32","gurau","O"
"6","32","belaka","O"
"6","32","Dan","O"
"6","32","sungguh","O"
"6","32","kampung","O"
"6","32","akhirat","O"
"6","32","itu","O"
"6","32","lebih","O"
"6","32","baik","O"
"6","32","bagi","O"
"6","32","orang-orang","B-PER"
"6","32","yang","I-PER"
"6","32","bertakwa","I-PER"
"6","32","Maka","O"
"6","32","tidakkah","O"
"6","32","kamu","O"
"6","32","memahaminya","O"
"6","33","Sesungguhnya","O"
"6","33","Kami","O"
"6","33","mengetahui","O"
"6","33","bahwasanya","O"
"6","33","apa","O"
"6","33","yang","O"
"6","33","mereka","O"
"6","33","katakan","O"
"6","33","itu","O"
"6","33","menyedihkan","O"
"6","33","hatimu","O"
"6","33","janganlah","O"
"6","33","kamu","O"
"6","33","bersedih","O"
"6","33","hati","O"
"6","33","karena","O"
"6","33","mereka","O"
"6","33","sebenarnya","O"
"6","33","bukan","O"
"6","33","mendustakan","O"
"6","33","kamu","O"
"6","33","akan","O"
"6","33","tetapi","O"
"6","33","orang-orang","B-PER"
"6","33","yang","I-PER"
"6","33","zalim","I-PER"
"6","33","itu","O"
"6","33","mengingkari","O"
"6","33","ayat-ayat","O"
"6","33","Allah","O"
"6","34","Dan","O"
"6","34","sesungguhnya","O"
"6","34","telah","O"
"6","34","didustakan","O"
"6","34","pula","O"
"6","34","rasul-rasul","B-PER"
"6","34","sebelum","O"
"6","34","kamu","O"
"6","34","akan","O"
"6","34","tetapi","O"
"6","34","mereka","O"
"6","34","sabar","O"
"6","34","terhadap","O"
"6","34","pendustaan","O"
"6","34","dan","O"
"6","34","penganiayaan","O"
"6","34","yang","O"
"6","34","dilakukan","O"
"6","34","terhadap","O"
"6","34","mereka","O"
"6","34","sampai","O"
"6","34","datang","O"
"6","34","pertolongan","O"
"6","34","Allah","O"
"6","34","kepada","O"
"6","34","mereka","O"
"6","34","Tak","O"
"6","34","ada","O"
"6","34","seorangpun","O"
"6","34","yang","O"
"6","34","dapat","O"
"6","34","merubah","O"
"6","34","kalimat-kalimat","O"
"6","34","janji-janji","O"
"6","34","Allah","O"
"6","34","Dan","O"
"6","34","sesungguhnya","O"
"6","34","telah","O"
"6","34","datang","O"
"6","34","kepadamu","O"
"6","34","sebahagian","O"
"6","34","dari","O"
"6","34","berita","O"
"6","34","rasul-rasul","O"
"6","34","itu","O"
"6","35","Dan","O"
"6","35","jika","O"
"6","35","perpalingan","O"
"6","35","mereka","O"
"6","35","darimu","O"
"6","35","terasa","O"
"6","35","amat","O"
"6","35","berat","O"
"6","35","bagimu","O"
"6","35","maka","O"
"6","35","jika","O"
"6","35","kamu","O"
"6","35","dapat","O"
"6","35","membuat","O"
"6","35","lobang","O"
"6","35","di","O"
"6","35","bumi","O"
"6","35","atau","O"
"6","35","tangga","O"
"6","35","ke","O"
"6","35","langit","O"
"6","35","lalu","O"
"6","35","kamu","O"
"6","35","dapat","O"
"6","35","mendatangkan","O"
"6","35","mukjizat","O"
"6","35","kepada","O"
"6","35","mereka","O"
"6","35","maka","O"
"6","35","buatlah","O"
"6","35","Kalau","O"
"6","35","Allah","O"
"6","35","menghendaki","O"
"6","35","tentu","O"
"6","35","saja","O"
"6","35","Allah","O"
"6","35","menjadikan","O"
"6","35","mereka","O"
"6","35","semua","O"
"6","35","dalam","O"
"6","35","petunjuk","O"
"6","35","sebab","O"
"6","35","itu","O"
"6","35","janganlah","O"
"6","35","sekali-kali","O"
"6","35","kamu","O"
"6","35","termasuk","O"
"6","35","orang-orang","B-PER"
"6","35","yang","I-PER"
"6","35","jahil","I-PER"
"6","36","Hanya","O"
"6","36","mereka","O"
"6","36","yang","O"
